股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
603699,纽威股份,2023-04-29 00:00:00,0.13,1091695749.64,98152660.23,2.97,17.1671597294,44.01,4.472646755222,0.029517838497,28.6442078393,-1.2566,-17.7999,None,通用设备
603700,宁水集团,2023-04-29 00:00:00,0.05,312136244.4,10234122.9,0.66,27.6939615949,71.54,7.608574424774,-0.561192851133,24.6974969178,-38.4379,-83.4594,None,仪器仪表
603701,德宏股份,2023-04-28 00:00:00,0.03,148406606.44,6734188.84,0.9,16.2613760212,16.1,2.86625190647,-0.037411238565,22.3321376285,10.0788,704.8936,None,汽车零部件
603703,盛洋科技,2023-04-28 00:00:00,0.02,197856784.78,5311842.33,0.62,-2.2077935402,2.05,2.82558672727,0.05246531516,22.7438418349,-12.6278,176.1213,None,光学光电子
603706,东方环宇,2023-04-26 00:00:00,0.35,433673236.26,66056694.28,4.1,9.5647648339,5.0901390813,8.690267791917,0.095131867473,24.1442253811,3.1393,44.4199,None,燃气
603707,健友股份,2023-04-28 00:00:00,0.21,1307482631.58,332325165.3,5.24,11.1275130456,0.68,3.990842154974,0.075720039812,50.6702099277,51.7291,80.8213,None,化学制药
603708,家家悦,2023-04-28 00:00:00,0.23,4907711200.99,137414157.4,6.7,-3.9128158885,5.23,4.104091445761,0.944911111025,24.6563074485,16.2787,203.0439,None,商业百货
603709,中源家居,2023-04-27 00:00:00,0.07,207324806.57,5961807.92,1.04,-3.7945850164,148.19,7.199032034625,0.012410537625,27.4232056745,10.749,115.9801,None,装修建材
603711,香飘飘,2023-04-18 00:00:00,0.01,679020636.27,5846326.71,0.19,37.0343242958,109.7966755897,7.61455637382,-0.750783712165,31.0149220673,-57.4983,-97.9766,None,食品饮料
603712,七一二,2023-04-28 00:00:00,0.032,472426069.83,24975678.65,0.58,15.2786860026,22.75,5.611665725013,-0.521181268977,43.2546559451,-74.1343,-94.7044,None,通信设备
603713,密尔克卫,2023-04-28 00:00:00,0.6535,2349421608.82,107427424.73,2.8,-23.2093899909,-19.61,23.405300445192,1.873720844195,11.238849793,-5.3534,-16.6531,None,物流行业
603716,塞力医疗,2023-04-27 00:00:00,-0.07,444069353.53,-14907815.02,-1.15,-23.2887452022,-170.37,6.351400013486,0.18987372423,22.3192023233,-18.6885,90.0217,None,医药商业
603717,天域生态,2023-04-29 00:00:00,-0.1618,188942002.31,-46946017.53,-4.2,52.9844761954,-305.22,3.735672623502,-0.438861823817,-19.6102826989,-36.9902,84.9864,None,工程建设
603718,海利生物,2023-04-28 00:00:00,0.0221,71234419.78,14235681.29,1.24,-16.2739772006,34.35,1.766256185885,-0.055256539953,60.2751795587,158.1725,-81.2957,None,农药兽药
603719,良品铺子,2023-04-28 00:00:00,0.37,2384725480.36,148689677.18,6.01,-18.9374025441,59.78,6.352847745312,0.754820454115,29.1616400759,-2.1313,209.201,None,食品饮料
603721,中广天择,2023-04-29 00:00:00,0.0012,32450127.46,161430.29,0.03,-15.2643606626,115.23,4.176692299308,-0.020437749692,16.1987135689,37.6621,-97.5558,None,文化传媒
603722,阿科力,2023-04-29 00:00:00,0.07,143476476.53,6273143.46,0.83,-41.2683830148,-85.56,8.758128897797,-0.168234056119,13.1227952382,5.7943,-60.4099,None,塑料制品
603725,天安新材,2023-04-26 00:00:00,0.039,536596037.53,8123876.58,1.54,8.1810147966,473.09,2.562486963662,0.189544499928,21.0047845412,-29.9534,104.4129,None,化学制品
603726,朗迪集团,2023-04-28 00:00:00,0.08,361834975.57,14773250.37,1.26,-6.4047712775,-32.14,6.343436006931,0.028125367733,19.4152805652,-2.7389,196.9207,None,家电行业
603727,博迈科,2023-04-22 00:00:00,-0.06,309810615.5,-18040348.65,-0.54,-29.9126661849,-225.42,11.749917012956,-0.566495445784,-7.0274901991,-65.901,-6909.2516,None,采掘行业
603728,鸣志电器,2023-04-29 00:00:00,0.0778,649631103.96,32488480.06,1.19,-3.8672434456,-16.95,6.528824176945,0.038724946663,38.6286946869,-22.2502,-62.7646,None,电机
603729,龙韵股份,2023-04-29 00:00:00,-0.05,62327686.83,-4255299.25,-0.82,-60.1263576498,-228.57,3.592704033191,0.111104707407,14.5338126453,-15.1858,97.2418,None,文化传媒
603730,岱美股份,2023-04-29 00:00:00,0.16,1372067041.6,153819499.64,3.55,22.0666439812,7.37,4.671497379749,-0.315853246927,27.5166321275,-8.7071,83.9685,None,汽车零部件
603733,仙鹤股份,2023-04-29 00:00:00,0.17,1837474993.83,122128957.77,1.76,9.5072417518,-16.35,9.527683529339,-0.963675144154,10.0100744515,-17.5433,-14.7821,None,造纸印刷
603737,三棵树,2023-04-29 00:00:00,0.07,2053207278.54,26421275.94,1.16,20.9193450927,168.2037495941,6.106057724442,-1.229371675115,29.570086841,-39.4606,-8.4101,None,装修建材
603738,泰晶科技,2023-04-27 00:00:00,0.07,175411249.56,19118613.8,1.05,-33.0242573113,-74.04,6.559822066724,0.380396469007,23.6366389123,-4.4866,96.916,None,电子元件
603739,蔚蓝生物,2023-04-27 00:00:00,0.04,232557094.68,10562755.37,0.64,-9.1435780613,-41.59,6.574089817261,0.053129346396,43.8034444961,-30.3197,-32.4179,None,农牧饲渔
603755,日辰股份,2023-04-29 00:00:00,0.11,79976841.94,10659491.08,1.54,7.2107486336,-21.54,7.085413328704,0.128496397168,38.7057022247,6.0958,11.2791,None,食品饮料
603757,大元泵业,2023-04-24 00:00:00,0.36,361895945.29,60242065.52,3.83,40.0760271446,127.42,9.252396638929,0.710974070796,33.0118973934,-28.7291,-33.8512,None,通用设备
603758,秦安股份,2023-04-18 00:00:00,0.14,330534504.93,60713069.87,2.25,-3.5664470065,48.85,6.2084241304,-0.09753773164,27.7636752083,-18.9808,-22.467,None,汽车零部件
603759,海天股份,2023-04-26 00:00:00,0.07,278590147.55,32357892.24,1.37,9.2849355234,-22.07,5.080373256129,0.09128211062,42.8164245143,-20.6864,-38.368,None,公用事业
603766,隆鑫通用,2023-04-24 00:00:00,0.0901,2737019407.8,184967981.6,2.34,-21.8728881559,-35.14,3.894455121638,0.195883231861,18.276543515,-5.8601,169.3599,None,交运设备
603767,中马传动,2023-04-29 00:00:00,0.03,222434629.87,8031500.36,0.55,-6.469334162,575.68,4.797334717592,0.169662471109,17.5433743176,-13.094,291.9841,None,汽车零部件
603768,常青股份,2023-04-26 00:00:00,0.26,787555285.51,53033076.51,2.78,7.0248454568,503.09,9.501203562941,-0.57206233299,20.4262318608,0.4725,152.9778,None,汽车零部件
603773,沃格光电,2023-04-27 00:00:00,0.0062,346473322.56,1063455.83,0.08,-2.7108611586,-54.48,8.037835785717,0.398816995287,20.0235203413,6.0479,100.3621,None,光学光电子
603776,永安行,2023-04-28 00:00:00,0.04,124718382.83,10188595.11,0.31,-26.551616646,-17.64,13.443195662254,0.234473402623,9.2661244059,-7.7691,106.1996,None,专业服务
603777,来伊份,2023-04-27 00:00:00,0.21,1212468282.54,71213415.26,3.86,-7.7972857329,-23.04,5.669225912761,0.159061933426,43.1529110266,7.0258,127.2919,None,食品饮料
603778,乾景园林,2023-04-29 00:00:00,0.02,170580453.25,11609482.67,1.13,607.5774323129,214.3921093044,1.604817251684,-0.072089593663,21.2056025886,52.4335,109.0251,None,工程建设
603779,威龙股份,2023-04-28 00:00:00,-0.05,63377320.42,-17735810.99,-2.53,-55.4615628475,-295.8915745545,2.054778628378,-0.021184220922,43.5533714223,-62.5014,-324.4717,None,酿酒行业
603786,科博达,2023-04-21 00:00:00,0.3261,913016605.4,131773356.98,3.11,24.0344127695,43.78,10.661319760801,0.386677640597,31.3212406695,-5.2478,48.6013,None,汽车零部件
603787,新日股份,2023-04-22 00:00:00,0.2,1153190059.34,41701436.13,3.54,15.9226751264,94.18,5.877649556127,2.210010492206,13.4723379552,43.5348,283.7318,None,交运设备
603788,宁波高发,2023-04-28 00:00:00,0.13,247950568.45,28716409.22,1.45,1.9021744319,-24.21,8.933837906077,-0.2048506291,22.6485198203,-12.8277,96.6716,None,汽车零部件
603789,星光农机,2023-04-28 00:00:00,-0.0042,52928344.86,-1102310.85,-0.24,-20.214505011,89.9411464581,1.794843573308,-0.029060002038,9.7974196883,565.3787,98.9815,None,专用设备
603790,雅运股份,2023-04-28 00:00:00,0.09,191526178.43,17556893.93,1.48,-25.311842638,-39.88,6.248380984793,0.104213837479,28.4416737422,34.1497,200.8691,None,化学制品
603797,联泰环保,2023-04-27 00:00:00,0.11,349490397.55,62959001.74,2.2,19.0996826548,-9.19,4.820048914606,-0.058782489687,46.6928974856,40.667,21.3161,None,环保行业
603798,康普顿,2023-04-29 00:00:00,0.17,370949966.36,34428490.17,3.09,67.576683444,12.33,5.6530265467,0.40126708835,22.8902735895,86.1736,4099.6341,None,石油行业
603799,华友钴业,2023-04-28 00:00:00,0.64,19110269458.36,1024101139.05,3.08,44.6434918679,-15.1,16.060159273105,0.508206769056,16.2174601483,33.4347,13.5222,None,能源金属
603800,道森股份,2023-04-26 00:00:00,0.0853,389543210.76,17732260.85,1.76,33.4988827244,184.9297852539,4.877563977212,-1.275960383606,20.7015676779,-46.6114,-58.9758,None,专用设备
603801,志邦家居,2023-04-28 00:00:00,0.1653,805743630.15,51540162.47,1.77,6.1954175626,0.49,9.392394520176,-0.339369812821,36.8912061737,-56.954,-76.7626,None,装修建材
603803,瑞斯康达,2023-04-26 00:00:00,-0.06,309934846.65,-27547351.33,-1.42,-27.95775776,-198.37,4.441651100916,0.011920678644,39.2000550061,-55.6432,-180.5555,None,通信设备
603806,福斯特,2023-04-22 00:00:00,0.27,4912959472.68,364342580.67,2.57,26.4823734919,7.46,10.382917384451,-0.739246876881,12.2874128962,-7.8442,706.4406,None,光伏设备
603808,歌力思,2023-04-28 00:00:00,0.13,665561700.6,47275662.16,1.69,5.9887173563,0.39,7.68312297069,0.35354019478,65.5100508633,2.5269,177.2959,None,纺织服装
603809,豪能股份,2023-04-21 00:00:00,0.1111,378723215.22,43316929.28,2.03,-7.4466096194,-47.15,5.252487960215,-0.166532901489,31.9191967331,-5.19,-4.8057,None,汽车零部件
603810,丰山集团,2023-04-29 00:00:00,0.06,395516977.68,10385354.62,0.64,-10.3963012585,-65.99,9.472160006179,-0.211548853193,13.5506625643,21.4881,45.5957,None,农药兽药
603811,诚意药业,2023-04-26 00:00:00,0.17,147830388.05,39749555.71,3.59,-7.4030369049,37.44,4.823311481559,0.202178619592,64.8181616134,-17.2983,-32.6863,None,化学制药
603813,原尚股份,2023-04-25 00:00:00,-0.06,115158848.95,-6073627.82,-0.88,-13.1170746399,-150.37,6.500864529921,0.293542105476,16.1584237596,-13.3381,-194.3209,None,物流行业
603815,交建股份,2023-04-28 00:00:00,0.06,904194926.94,35994285.92,1.64,1.998468082,13.18,3.569747699264,-0.828290022413,8.6248402957,-60.5477,-37.6199,None,工程建设
603816,顾家家居,2023-04-29 00:00:00,0.49,3953535382.26,400103626.91,4.85,-12.9213195262,-9.73,11.263656005641,0.185299644733,32.1328728922,-6.9409,-2.1621,None,装修建材
603817,海峡环保,2023-04-28 00:00:00,0.0891,255553633.46,40130275.95,1.56,1.1844637476,0.82,4.720574646133,0.097055774558,37.035923324,5.3862,13.9585,None,环保行业
603818,曲美家居,2023-04-29 00:00:00,-0.16,967240842.64,-96116178.26,-4.56,-26.328316156,-265.3,3.436207106537,0.206620161634,30.1749894497,-12.2341,22.0833,None,装修建材
603819,神力股份,2023-04-28 00:00:00,0.002,358396552.04,452777.09,0.06,-3.4090203642,-98.42,3.323274915113,0.042204377843,8.1194156039,5.3832,100.4146,None,电机
603822,嘉澳环保,2023-04-21 00:00:00,0.1317,649672383.85,10194278.7,0.9688,25.7538421487,-63.72,13.675965767336,0.126898608483,10.1777315157,-26.7836,114.8542,None,化学制品
603823,百合花,2023-04-29 00:00:00,0.05,553063716.69,15613314.5,0.72,-14.4292207983,-76.61,6.815865822381,-0.003601912405,16.418256991,2.451,-41.0697,None,化学制品
603825,华扬联众,2023-04-28 00:00:00,0.01,1926457347.57,3270713.36,0.21,-28.2401357053,-83.09,6.180271121082,1.986310009659,12.5047669684,-23.9191,100.4608,None,文化传媒
603826,坤彩科技,2023-04-29 00:00:00,0.0288,241946886.46,13484082.07,0.75,21.7161929891,-49.47,3.84890790812,-0.114636917244,27.943384087,45.2951,78.0708,None,非金属材料
603828,柯利达,2023-04-29 00:00:00,0.01,362230716.3,6010717.62,0.69,-21.5985452568,116.03,1.458119974423,-0.184371629185,5.8126750832,-17.2875,101.7292,None,装修装饰
603829,洛凯股份,2023-04-28 00:00:00,0.11,377228677.08,17636962.81,2.06,39.1239156868,4756.32,5.415917809813,-0.133736524937,24.0710734913,-13.1043,-41.7882,None,电网设备
603833,欧派家居,2023-04-28 00:00:00,0.24,3570331968,152409602.72,1.02,-13.8481760803,-39.79,26.488680309613,1.209861839139,26.6750477604,-42.5141,-78.1635,None,装修建材
603836,海程邦达,2023-04-28 00:00:00,0.15,1412333847.62,30297677.6,1.72,-61.9476814,-62.87,8.6667412975,0.901849682811,8.3945489,-26.9801,-0.628,None,物流行业
603838,四通股份,2023-04-28 00:00:00,-0.028,36070146.06,-8951081.66,-0.8599,-46.8361577119,-401.2174983282,3.238838712158,-0.007387162173,2.1712614324,-25.8621,58.8316,None,装修建材
603839,安正时尚,2023-04-29 00:00:00,0.07,603595355.05,27406550.76,1.31,4.8010142492,28.76,5.262726876747,0.15922993389,49.2616203575,5.3432,106.8418,None,纺织服装
603843,正平股份,2023-04-28 00:00:00,-0.05,283748260.89,-31856457.05,-2,-16.1727730035,-369.96,2.199027970936,-0.600350007757,8.5536937438,-59.9361,86.5953,None,工程建设
603848,好太太,2023-04-27 00:00:00,0.12,276225222.78,48272831.39,2.33,13.3393774598,6.57,5.221322169776,0.093706866983,45.7161913525,-26.1339,4.3112,None,家用轻工
603855,华荣股份,2023-04-27 00:00:00,0.25,610504964.68,86035213.7,4.67,-7.9594541254,43.21,5.582869440631,0.010691705213,57.0646631224,-6.217,13.2835,None,专用设备
603856,东宏股份,2023-04-25 00:00:00,0.19,641661000.93,47937059.87,2.24,26.0828062738,10.74,8.42433905821,0.249072315381,20.3897781649,-16.6921,2566.7008,None,装修建材
603858,步长制药,2023-04-28 00:00:00,0.4116,3514950369.96,455269033.72,3.62,9.8251033088,5.91,11.586869002036,-0.078672016041,69.7884529672,-3.6084,115.5715,None,中药
603859,能科科技,2023-04-27 00:00:00,0.26,309861274.7,42789031.63,1.71,15.7615649133,36.53,15.183612300424,0.283213296431,45.5782082955,-27.289,-51.9442,None,软件开发
603860,中公高科,2023-04-29 00:00:00,0.06,28865391.82,4027782.19,0.55,147.033335893,196.644076124,10.955195640672,-0.420681258548,49.5226911145,-79.0512,-88.4259,None,工程咨询服务
603861,白云电器,2023-04-29 00:00:00,0.0802,775970755.63,34967423.64,1.2464,84.4103114359,164.0764111821,6.226478220296,-0.127360698524,15.3400742304,-41.5632,-33.7505,None,电网设备
603863,松炀资源,2023-04-27 00:00:00,-0.13,120033116.26,-26014429.91,-2.94,-46.163862199,-1341.67,4.252856486196,0.129091470315,-19.6461665787,-44.6108,82.99,None,造纸印刷
603866,桃李面包,2023-04-19 00:00:00,0.1041,1476034116.95,138743455.14,2.72,1.6562741794,-12.15,3.87855359082,0.116849920315,23.9373122642,-11.0125,-7.6031,None,食品饮料
603867,新化股份,2023-04-25 00:00:00,0.42,662063164.17,78334236.9,3.76,-7.2541873924,-22.01,10.967197353867,0.260003412838,24.7642619335,-0.2908,-3.4083,None,化学制品
603868,飞科电器,2023-04-28 00:00:00,0.74,1373916955.57,320243206.91,8.92,22.725612669,35.3,8.605241404798,1.326799897773,56.0852635908,50.4799,295.7364,None,家电行业
603869,新智认知,2023-04-29 00:00:00,0.0153,185473761.46,7711517.45,0.1939,38.3544931484,324.58,7.892313031625,-0.122305670721,40.3610560549,-11.3921,150.8101,None,互联网服务
603871,嘉友国际,2023-04-27 00:00:00,0.41,1583762936.31,202242163.87,4.79,143.5509798986,87.07,8.563741376781,0.494613627923,16.8064232928,55.0375,-5.3785,None,物流行业
603876,鼎胜新材,2023-04-28 00:00:00,0.32,4508576861.36,154683820.37,2.42,-20.1655162501,-28.18,13.044771962936,0.271149662551,13.9657636008,-9.0983,-55.6077,None,有色金属
603877,太平鸟,2023-04-29 00:00:00,0.46,2073612337.43,217247884.5,5.1,-15.8270197752,14.2,9.061481497778,0.303940384305,60.0032482326,-12.8082,575.1035,None,纺织服装
603878,武进不锈,2023-04-25 00:00:00,0.18,867987240.32,72629535.29,2.77,53.1124924847,124.79,6.61874803665,-0.202567028389,14.2589678708,9.6039,0.9319,None,钢铁行业
603879,永悦科技,2023-04-28 00:00:00,-0.0166,60016694.44,-6000839.1,-1.2,12.801747536,184.99,1.36851865482,-0.11691756919,8.2533582468,-24.294,74.0793,None,塑料制品
603880,ST南卫,2023-04-28 00:00:00,0.024,226130904.54,6930672.43,1.06,58.0864246586,3.03,2.156034782579,0.070418276496,11.8254014127,48.4961,130.6156,None,医疗器械
603881,数据港,2023-04-28 00:00:00,0.11,372041050.45,35082728.33,1.16,8.6119088261,241.96,9.277549580128,0.524288062139,29.3817484006,2.8201,-13.4769,None,互联网服务
603882,金域医学,2023-04-25 00:00:00,0.32,2117566265.14,149613208.46,1.72,-50.1907870682,-82.4,18.801625445953,0.470405902563,37.9171003348,-35.2062,-50.8566,None,医疗服务
603883,老百姓,2023-04-28 00:00:00,0.5,5440515517,291333643,4.36,31.392793774,20.49,11.536252984773,1.451850531253,32.9993487086,-14.9799,66.1542,None,医药商业
603885,吉祥航空,2023-04-29 00:00:00,0.07,4441651753.63,165140301.82,1.75,78.6706689038,130.6805799439,4.226159362196,0.556431348153,11.9375100679,157.8916,114.0548,None,航空机场
603886,元祖股份,2023-04-28 00:00:00,-0.04,447667887.73,-8809500.49,-0.54,2.752218585,55.535181758,6.715881478417,0.008679238583,58.3741447583,-2.5969,72.4293,None,食品饮料
603887,城地香江,2023-04-28 00:00:00,-0.03,540910981.33,-14312517.19,-0.42,-3.0709258659,-143.86,6.830455924178,-0.256254693792,17.9957280865,-46.4936,-4072.8875,None,互联网服务
603888,新华网,2023-04-28 00:00:00,0.0497,324830768.2,25817570,0.78,7.062094239,27.23,6.356566985517,-0.319085847167,30.9166851793,-59.124,-76.4045,None,文化传媒
603889,新澳股份,2023-04-14 00:00:00,0.18,977655408.39,90114766.3,3,9.4408506021,21.23,5.957688179462,-0.525361775587,19.266475912,18.516,73.4551,None,纺织服装
603890,春秋电子,2023-04-28 00:00:00,-0.07,694590589.54,-29044692.78,-1.07,-24.7507229521,-159.21,5.908257636002,0.475634648206,13.9314036466,-13.106,28.6614,None,消费电子
603893,瑞芯微,2023-04-26 00:00:00,-0.04,329365990.64,-18378664.3,-0.63,-39.3354978645,-121.84,6.987496371263,0.140241722168,33.4373762349,-28.3033,-185.7272,None,半导体
603895,天永智能,2023-04-29 00:00:00,0.07,194361760.59,7611311.87,1.72,28.6243300647,-17.74,4.434404423483,-0.86932927091,17.1964999126,61.5448,105.7867,None,专用设备
603896,寿仙谷,2023-04-28 00:00:00,0.32,206156004.83,62610490.08,3.23,1.1956868044,6.13,9.559833337877,0.399433288063,83.5316720422,-35.8622,-57.5944,None,中药
603897,长城科技,2023-04-28 00:00:00,0.15,2357151499.87,30619576.11,1.11,-1.0055654117,-37.4,13.447428295693,-0.036087314673,3.3748557267,-7.7708,-25.895,None,电网设备
603898,好莱客,2023-04-26 00:00:00,0.04,347762973.17,12007819.75,0.39,-43.4735204991,-70.66,9.499480141184,-0.036844135794,35.5341446341,-50.4389,-76.1491,None,装修建材
603899,晨光股份,2023-04-28 00:00:00,0.3611,4881597128.81,333575984.76,4.77,15.4356790758,21.02,7.706506312684,0.146016414886,19.6801248954,-22.1029,-3.9163,None,家用轻工
603900,莱绅通灵,2023-04-28 00:00:00,0.0465,250089934.11,15815433.29,0.72,-22.3989828184,2.75,6.435980875765,0.251475254284,55.5522269516,81.7647,136.1355,None,珠宝首饰
603901,永创智能,2023-04-26 00:00:00,0.16,747881842.27,74314260.68,2.88,17.2711847417,34.46,5.062636620811,-0.310188679967,30.5983758418,29.7405,289.6151,None,专用设备
603903,中持股份,2023-04-29 00:00:00,0.01,181365185.04,2935770.39,0.18,6.4512378249,-86.11,6.518444958332,-0.437914284762,37.1419338916,-69.133,-93.7628,None,环保行业
603906,龙蟠科技,2023-04-29 00:00:00,-0.4,2083647355.13,-222743444.4,-4.84,-18.5515584074,-204.56,7.900900302466,-0.814572146803,7.162187866,-49.5829,-597.7704,None,化学制品
603908,牧高笛,2023-04-27 00:00:00,0.43,343143348.59,28877223.56,5.26,4.8107991247,-21.47,8.440920793972,-0.403998603839,26.4956528295,23.4544,179.1771,None,纺织服装
603909,建发合诚,2023-04-22 00:00:00,0.0345,288073178.26,6915280.8,0.74,79.6957561061,14.29,4.699817105963,-0.302571688548,14.9629590788,-53.5879,-77.3836,None,工程咨询服务
603912,佳力图,2023-04-27 00:00:00,0.01,111291338.81,4290578.56,0.43,-8.8324116301,-69.54,4.790360583026,-0.41239413263,23.757789737,-47.7581,-72.4489,None,专用设备
603915,国茂股份,2023-04-28 00:00:00,0.12,625727453.88,80390124.87,2.43,2.6188889172,24.25,5.065232893836,0.045870879531,27.166417044,-5.6409,-34.3969,None,通用设备
603916,苏博特,2023-04-28 00:00:00,0.1,665619985.63,40421563.15,0.96,-7.0580415797,-49.63,9.816802811298,0.289305733801,36.5710722222,-33.465,-22.9272,None,化学制品
603917,合力科技,2023-04-28 00:00:00,0.0844,126211698.17,13234687.16,1.23,-5.4479735208,14.38,6.928883719707,-0.046685869515,31.4689464732,-40.0304,-24.7493,None,汽车零部件
603918,金桥信息,2023-04-29 00:00:00,0.0124,172812128.17,4519566.75,0.42,55.0726946391,166.0146233486,2.953587683439,-0.180490849881,32.2115965005,-54.8785,-59.9075,None,互联网服务
603919,金徽酒,2023-04-22 00:00:00,0.36,893255321.04,181808188.72,5.61,26.6080218236,10.41,6.566970525235,0.461358597847,64.9711134219,98.3009,173.2877,None,酿酒行业
603920,世运电路,2023-04-25 00:00:00,0.14,1015156041.4,75030022.28,2.48,3.8437355247,58.87,5.510383512988,0.746396108053,19.0293013726,-6.8086,-44.8019,None,电子元件
603922,金鸿顺,2023-04-28 00:00:00,-0.1,80576932.94,-13130675.77,-1.27,-29.0389847617,-229.89,8.002122069922,-0.061049545859,6.8496428675,-48.509,-83.146,None,汽车零部件
603926,铁流股份,2023-04-27 00:00:00,0.1,502675769.59,22830716.9,1.43,-2.8409579287,-18.92,7.012092946991,0.12075888132,17.8905596849,-5.4639,60.3427,None,汽车零部件
603927,中科软,2023-04-27 00:00:00,0.04,1275792207.65,23033082.87,0.83,2.3874484147,219.4,4.68467731779,-1.564591683423,31.8692232295,-54.6446,-93.0962,None,软件开发
603928,兴业股份,2023-04-28 00:00:00,0.1,364691229.02,19958866.16,1.33,-29.009693455,-48.31,7.492152653522,0.487391672173,15.600973501,-12.3562,-27.8731,None,塑料制品
603929,亚翔集成,2023-04-28 00:00:00,0.15,322763271.49,32623272.18,2.75,-16.7604626508,544.09,5.388856534121,2.817729529762,13.9625559352,-73.7639,-61.0316,None,装修装饰
603931,格林达,2023-04-26 00:00:00,0.14,161378448.92,27878442.37,2.06,-33.2266132117,-29.36,6.863422604603,0.198154479155,32.1916560964,-21.2068,15.4391,None,电子化学品
603933,睿能科技,2023-04-28 00:00:00,0.0809,465485065.02,16800039.41,1.35,-11.6432733896,-26.96,5.960586420624,0.152153427087,21.7007091486,-1.5753,894.6405,None,半导体
603936,博敏电子,2023-04-29 00:00:00,0.04,655654479.27,20991609.67,0.57,-0.7928194728,-48.28,10.124225588675,-0.0308781007,14.1428749886,-4.5267,140.8595,None,电子元件
603937,丽岛新材,2023-04-27 00:00:00,0.07,370234678.13,14662325.33,0.93,-3.236707298,-46.82,7.593389094456,0.203564166555,9.1387583143,-4.4023,189.6951,None,有色金属
603938,三孚股份,2023-04-18 00:00:00,0.37,573946676.41,101154987.8,4.06,7.6118234377,-32.77,8.707738668874,0.357445635216,28.677359679,-3.567,-19.1201,None,化肥行业
603939,益丰药房,2023-04-28 00:00:00,0.47,5266053201.98,336477177.44,3.85,26.9389067216,23.6,12.489643796531,1.785835333604,39.6632489228,-19.464,-23.8758,None,医药商业
603948,建业股份,2023-04-27 00:00:00,0.58,703023072.68,92209896.48,4.55,-7.1640780915,-31.85,12.774921995324,0.389984424599,22.5854857487,4.0504,39.9265,None,化学制品
603949,雪龙集团,2023-04-28 00:00:00,0.09,98869896.08,18529089.54,1.82,27.7408607379,4.24,4.869058435563,0.08543982869,36.0248544625,23.8807,203.3412,None,汽车零部件
603950,长源东谷,2023-04-20 00:00:00,0.28,403368369.32,65641105.43,2.87,17.3980065841,21.24,10.014103615078,0.471691352442,21.9598349715,33.8714,553.1821,None,汽车零部件
603955,大千生态,2023-04-26 00:00:00,0.0078,30709151.15,1055371.11,0.0651,-51.7884674591,-65.17,11.942094523283,-0.260726011494,14.7605357695,-51.4601,-23.4581,None,工程建设
603956,威派格,2023-04-25 00:00:00,-0.09,156477153.94,-44419420.36,-2.18,41.5196731085,18.9856584052,3.77968124963,-0.203290629885,56.506654942,-71.0051,-970.708,None,专用设备
603958,哈森股份,2023-04-28 00:00:00,-0.055,183767505.72,-12173654.07,-1.51,-9.2979282163,63.2001375054,3.611049386926,-0.022338985634,54.3853005614,-18.5811,77.1835,None,纺织服装
603959,百利科技,2023-04-29 00:00:00,0.142,477674282.98,69627914.18,10.03,42.6796355658,126.4,1.48634664203,-0.531403181592,14.0968879149,-65.1555,172.5283,None,工程咨询服务
603960,克来机电,2023-04-29 00:00:00,0.0497,117066506.29,12960762.85,1.29,19.9661476909,4435.04,3.854867314539,0.274939968425,23.5065903409,-48.3161,-66.8407,None,专用设备
603963,大理药业,2023-04-28 00:00:00,-0.0116,36887280.13,-2551643.71,-0.64,-7.357271668,20.4476671296,1.814313671962,-0.023699471643,55.8298955559,15.6761,59.0057,None,中药
603966,法兰泰克,2023-04-29 00:00:00,0.08,444156119.71,23526953.51,1.62,36.3555594739,11.63,4.728883834447,-0.086217301745,16.9778243581,-18.7532,-48.8677,None,专用设备
603967,中创物流,2023-04-20 00:00:00,0.15,1591631703.08,53419359.92,2.4,-48.4890751688,-2.56,6.492403125584,0.068328781151,7.6578168086,-23.9576,7.1012,None,物流行业
603968,醋化股份,2023-04-28 00:00:00,0.2395,794029079.57,48978723.04,2.31,-13.9402581691,-46.06,10.263772909825,-0.686263039199,17.335922734,-1.9842,-37.5688,None,化学制品
603969,银龙股份,2023-04-27 00:00:00,0.04,481245387.38,33520485.74,1.58,11.9373555755,18.22,2.520801800936,0.013687284273,21.1190106929,-18.7542,328.1537,None,通用设备
603970,中农立华,2023-04-19 00:00:00,0.2794,2343089117.74,53639248.87,3.97,15.1669964349,20.48,7.212572658245,-4.017912265002,6.9480778907,16.3214,30.8558,None,农药兽药
603976,正川股份,2023-04-27 00:00:00,0.09,225554847.36,12994745.54,1.09,0.4134257189,-49.85,7.756817067237,0.2593953327,18.2097732994,9.6073,-41.9661,None,医疗器械
603977,国泰集团,2023-04-28 00:00:00,0.06,464728720.25,39649059.35,1.38,14.7171896328,16.58,4.670832787486,-0.086009267409,31.0424046468,-22.3583,169.5333,None,化学制品
603978,深圳新星,2023-04-25 00:00:00,-0.08,267259648.41,-13473296.56,-0.78,-29.4460957016,-144.76,9.665996359486,-0.550963896272,8.1323024629,-36.8918,80.6468,None,有色金属
